"Registered" "Date" "Year" "Month" "Day" "Hour" "Holiday" "WorkDay" "Weather" "Temp" "TempFeel" "Humidity" "Windspeed" "Casual"
"2020" 8 "2011-03-30" "2011" 3 3 0 0 1 2 0.32 0.3485 0.57 0 3
"2257" 43 "2011-04-08" "2011" 4 5 21 0 1 2 0.3 0.2879 0.93 0.2537 11
"3207" 42 "2011-05-18" "2011" 5 3 12 0 1 1 0.56 0.5303 0.94 0.2985 12
"10361" 379 "2012-03-12" "2012" 3 1 19 0 1 2 0.56 0.5303 0.49 0.2239 67
"9750" 3 "2012-02-16" "2012" 2 4 4 0 1 3 0.3 0.3182 0.7 0.0896 0
"4908" 189 "2011-07-28" "2011" 7 4 9 0 1 1 0.78 0.7424 0.59 0.194 21
"3373" 105 "2011-05-25" "2011" 5 3 10 0 1 1 0.7 0.6515 0.61 0.0896 30
"4951" 6 "2011-07-30" "2011" 7 6 4 0 0 1 0.72 0.6818 0.66 0.1642 4
"8132" 192 "2011-12-10" "2011" 12 6 11 0 0 1 0.32 0.2879 0.53 0.4179 44
"8134" 239 "2011-12-10" "2011" 12 6 13 0 0 1 0.34 0.303 0.34 0.4179 47
"4729" 144 "2011-07-20" "2011" 7 3 22 0 1 1 0.78 0.7727 0.7 0.2239 25
"11793" 263 "2012-05-11" "2012" 5 5 13 0 1 1 0.6 0.6061 0.26 0.3881 100
"15310" 10 "2012-10-05" "2012" 10 5 2 0 1 1 0.54 0.5152 0.73 0.0896 1
"11099" 169 "2012-04-12" "2012" 4 4 15 0 1 1 0.48 0.4697 0.31 0.2537 42
"2234" 63 "2011-04-07" "2011" 4 4 22 0 1 2 0.4 0.4091 0.76 0.194 18
"3169" 105 "2011-05-16" "2011" 5 1 22 0 1 1 0.56 0.5303 0.88 0.0896 22
"8798" 116 "2012-01-07" "2012" 1 6 9 0 0 1 0.22 0.2273 0.8 0.1343 14
"6035" 28 "2011-09-14" "2011" 9 3 0 0 1 1 0.62 0.5909 0.78 0.0896 5
"13573" 775 "2012-07-24" "2012" 7 2 17 0 1 1 0.8 0.7424 0.52 0.3284 94
"9979" 137 "2012-02-25" "2012" 2 6 19 0 0 1 0.26 0.2121 0.33 0.4478 12
"2325" 290 "2011-04-11" "2011" 4 1 18 0 1 1 0.72 0.6667 0.51 0.3881 93
"2883" 23 "2011-05-05" "2011" 5 4 0 0 1 1 0.36 0.3485 0.66 0.194 4
"4918" 285 "2011-07-28" "2011" 7 4 19 0 1 1 0.82 0.803 0.59 0.194 37
"5227" 206 "2011-08-10" "2011" 8 3 16 0 1 1 0.86 0.7424 0.26 0.2985 76
"13605" 23 "2012-07-26" "2012" 7 4 1 0 1 1 0.66 0.6212 0.65 0.2239 6
"515" 75 "2011-01-23" "2011" 1 0 13 0 0 1 0.14 0.1061 0.33 0.3881 12
"11927" 3 "2012-05-17" "2012" 5 4 3 0 1 1 0.6 0.5909 0.73 0.2537 0
"5902" 57 "2011-09-08" "2011" 9 4 10 0 1 2 0.64 0.5606 0.94 0.1045 8
"17173" 16 "2012-12-23" "2012" 12 0 7 0 0 1 0.16 0.197 0.64 0.0896 3
"14083" 114 "2012-08-14" "2012" 8 2 23 0 1 1 0.72 0.6818 0.66 0.1642 53
"10427" 211 "2012-03-15" "2012" 3 4 13 0 1 2 0.66 0.6212 0.41 0.0896 62
"12082" 181 "2012-05-23" "2012" 5 3 14 0 1 1 0.68 0.6364 0.65 0.1343 67
"11802" 190 "2012-05-11" "2012" 5 5 22 0 1 1 0.56 0.5303 0.35 0.2239 44
"13803" 396 "2012-08-03" "2012" 8 5 7 0 1 1 0.7 0.6667 0.74 0.1045 25
"3947" 103 "2011-06-18" "2011" 6 6 8 0 0 1 0.66 0.6061 0.78 0.0896 28
"12030" 71 "2012-05-21" "2012" 5 1 10 0 1 3 0.58 0.5455 0.88 0.2836 28
"10852" 294 "2012-04-02" "2012" 4 1 7 0 1 1 0.34 0.303 0.66 0.3881 12
"14459" 239 "2012-08-30" "2012" 8 4 15 0 1 1 0.8 0.7273 0.46 0.1642 99
"7906" 9 "2011-12-01" "2011" 12 4 1 0 1 1 0.26 0.2424 0.6 0.2836 1
"8903" 92 "2012-01-11" "2012" 1 3 19 0 1 3 0.32 0.303 0.93 0.2239 1
"8054" 3 "2011-12-07" "2011" 12 3 5 0 1 3 0.46 0.4545 1 0.1642 0
"13923" 458 "2012-08-08" "2012" 8 3 7 0 1 2 0.7 0.6667 0.84 0.1642 24
"4724" 405 "2011-07-20" "2011" 7 3 17 0 1 1 0.84 0.8333 0.59 0.194 50
"10790" 292 "2012-03-30" "2012" 3 5 16 0 1 3 0.4 0.4091 0.62 0.2836 75
"10874" 25 "2012-04-03" "2012" 4 2 5 0 1 1 0.32 0.3333 0.66 0.0896 2
"5925" 131 "2011-09-09" "2011" 9 5 9 0 1 3 0.62 0.5455 0.94 0.1642 5
"8148" 17 "2011-12-11" "2011" 12 0 3 0 0 1 0.16 0.1818 0.59 0.1343 2
"1860" 43 "2011-03-23" "2011" 3 3 6 0 1 2 0.34 0.3182 0.87 0.2537 1
"11987" 316 "2012-05-19" "2012" 5 6 15 0 0 1 0.72 0.6515 0.3 0.1045 356
"15458" 158 "2012-10-11" "2012" 10 4 6 0 1 1 0.36 0.3485 0.5 0.1642 1
"12363" 504 "2012-06-04" "2012" 6 1 7 0 1 1 0.56 0.5303 0.6 0.2239 13
"12304" 38 "2012-06-01" "2012" 6 5 20 0 1 3 0.62 0.5455 0.94 0.2537 1
"10630" 111 "2012-03-24" "2012" 3 6 0 0 0 1 0.58 0.5455 0.68 0 45
"14591" 4 "2012-09-05" "2012" 9 3 3 0 1 1 0.7 0.6667 0.79 0.2836 0
"3160" 153 "2011-05-16" "2011" 5 1 13 0 1 1 0.68 0.6364 0.51 0 61
"3783" 235 "2011-06-11" "2011" 6 6 12 0 0 1 0.8 0.7576 0.55 0.2239 112
"1441" 10 "2011-03-05" "2011" 3 6 7 0 0 2 0.3 0.2727 1 0.2985 5
"8799" 160 "2012-01-07" "2012" 1 6 10 0 0 1 0.28 0.303 0.75 0.0896 43
"1552" 0 "2011-03-10" "2011" 3 4 0 0 1 3 0.34 0.3182 0 0.2537 3
"12559" 57 "2012-06-12" "2012" 6 2 11 0 1 3 0.66 0.6061 0.83 0.3582 8
"7576" 72 "2011-11-17" "2011" 11 4 6 0 1 3 0.36 0.3485 0.57 0.2239 3
"3846" 1 "2011-06-14" "2011" 6 2 3 0 1 1 0.58 0.5455 0.53 0.3284 1
"1959" 59 "2011-03-27" "2011" 3 0 10 0 0 2 0.22 0.2121 0.55 0.2239 27
"9585" 263 "2012-02-09" "2012" 2 4 7 0 1 1 0.2 0.197 0.69 0.2537 4
"16104" 556 "2012-11-08" "2012" 11 4 17 0 1 1 0.4 0.4091 0.2 0.2985 36
"10916" 112 "2012-04-04" "2012" 4 3 23 0 1 1 0.52 0.5 0.23 0.4179 19
"7484" 178 "2011-11-13" "2011" 11 0 10 0 0 1 0.44 0.4394 0.44 0.3284 63
"11415" 501 "2012-04-25" "2012" 4 3 19 0 1 1 0.6 0.5909 0.2 0.194 42
"14577" 203 "2012-09-04" "2012" 9 2 13 0 1 1 0.8 0.7576 0.55 0.4478 72
"10546" 205 "2012-03-20" "2012" 3 2 12 0 1 1 0.6 0.5758 0.78 0.2537 56
"4097" 162 "2011-06-24" "2011" 6 5 14 0 1 1 0.78 0.697 0.43 0.2836 67
"6933" 135 "2011-10-21" "2011" 10 5 11 0 1 1 0.5 0.4848 0.45 0.2239 39
"7036" 453 "2011-10-25" "2011" 10 2 18 0 1 1 0.52 0.5 0.42 0.1045 65
"16593" 6 "2012-11-29" "2012" 11 4 2 0 1 1 0.22 0.2727 0.64 0 1
"3554" 59 "2011-06-01" "2011" 6 3 23 0 1 1 0.74 0.6667 0.51 0.1642 10
"12974" 414 "2012-06-29" "2012" 6 5 18 0 1 1 0.96 0.8636 0.31 0 50
"13056" 6 "2012-07-03" "2012" 7 2 4 0 1 1 0.68 0.6364 0.65 0.1045 0
"15540" 378 "2012-10-14" "2012" 10 0 16 0 0 1 0.64 0.6212 0.41 0.2985 203
"9549" 327 "2012-02-07" "2012" 2 2 19 0 1 1 0.38 0.3939 0.43 0.2239 11
"4432" 175 "2011-07-08" "2011" 7 5 13 0 1 2 0.78 0.7576 0.66 0.2836 54
"12277" 742 "2012-05-31" "2012" 5 4 17 0 1 1 0.76 0.6667 0.31 0.1642 85
"8660" 147 "2012-01-01" "2012" 1 0 14 0 0 1 0.44 0.4394 0.54 0.2985 120
"10850" 22 "2012-04-02" "2012" 4 1 5 0 1 1 0.4 0.4091 0.76 0.4925 2
"8221" 4 "2011-12-14" "2011" 12 3 4 0 1 1 0.26 0.303 0.75 0 0
"14528" 297 "2012-09-02" "2012" 9 0 12 0 0 3 0.74 0.697 0.7 0 248
"4092" 203 "2011-06-24" "2011" 6 5 9 0 1 1 0.74 0.6818 0.62 0.1343 28
"2400" 126 "2011-04-14" "2011" 4 4 21 0 1 1 0.46 0.4545 0.63 0.1343 19
"2329" 66 "2011-04-11" "2011" 4 1 22 0 1 2 0.64 0.6212 0.5 0.2836 25
"10111" 533 "2012-03-02" "2012" 3 5 8 0 1 1 0.28 0.303 0.75 0.0896 16
"10692" 159 "2012-03-26" "2012" 3 1 14 0 1 1 0.48 0.4697 0.33 0.4478 58
"5500" 13 "2011-08-22" "2011" 8 1 1 0 1 1 0.68 0.6364 0.79 0.0896 8
"7243" 155 "2011-11-03" "2011" 11 4 9 0 1 2 0.36 0.3485 0.81 0.194 9
"2549" 10 "2011-04-21" "2011" 4 4 2 0 1 1 0.5 0.4848 0.42 0.3881 3
"14782" 9 "2012-09-13" "2012" 9 4 2 0 1 1 0.54 0.5152 0.77 0 0
"16617" 4 "2012-11-30" "2012" 11 5 3 0 1 1 0.24 0.2879 0.75 0 0
"10956" 319 "2012-04-06" "2012" 4 5 15 0 1 1 0.5 0.4848 0.27 0.2836 218
"12522" 117 "2012-06-10" "2012" 6 0 22 0 0 1 0.7 0.6515 0.65 0.1642 42
"10735" 298 "2012-03-28" "2012" 3 3 9 0 1 1 0.4 0.4091 0.43 0.4478 16
"13484" 92 "2012-07-21" "2012" 7 6 0 0 0 3 0.62 0.5758 0.83 0.2836 11
"6466" 57 "2011-10-01" "2011" 10 6 23 0 0 3 0.36 0.3485 0.93 0.2239 8
"5668" 127 "2011-08-29" "2011" 8 1 14 0 1 1 0.7 0.6364 0.42 0 55
"9191" 161 "2012-01-23" "2012" 1 1 20 0 1 2 0.26 0.2576 1 0.1642 8
"4498" 289 "2011-07-11" "2011" 7 1 7 0 1 1 0.7 0.6667 0.74 0.2537 28
"12812" 102 "2012-06-23" "2012" 6 6 0 0 0 1 0.64 0.5758 0.83 0 14
"13449" 180 "2012-07-19" "2012" 7 4 13 0 1 1 0.84 0.7727 0.47 0.1343 74
"5618" 114 "2011-08-26" "2011" 8 5 23 0 1 1 0.7 0.6667 0.84 0.0896 22
"1396" 49 "2011-03-03" "2011" 3 4 10 0 1 1 0.18 0.1818 0.29 0.194 7
"3785" 232 "2011-06-11" "2011" 6 6 14 0 0 1 0.82 0.7727 0.49 0.1045 148
"910" 34 "2011-02-10" "2011" 2 4 10 0 1 1 0.12 0.1061 0.42 0.2985 1
"7699" 147 "2011-11-22" "2011" 11 2 9 0 1 3 0.4 0.4091 0.94 0 2
"11833" 8 "2012-05-13" "2012" 5 0 5 0 0 1 0.52 0.5 0.72 0.194 4
"7760" 14 "2011-11-24" "2011" 11 4 22 1 0 1 0.36 0.3485 0.71 0.1642 8
"2357" 2 "2011-04-13" "2011" 4 3 2 0 1 3 0.4 0.4091 1 0.2985 0
"14096" 230 "2012-08-15" "2012" 8 3 12 0 1 1 0.74 0.6818 0.55 0.2239 77
"14280" 6 "2012-08-23" "2012" 8 4 4 0 1 1 0.62 0.5758 0.83 0 0
"11960" 252 "2012-05-18" "2012" 5 5 12 0 1 1 0.62 0.6212 0.41 0.194 108
"10964" 92 "2012-04-06" "2012" 4 5 23 0 1 1 0.42 0.4242 0.3 0.2836 21
"97" 3 "2011-01-05" "2011" 1 3 5 0 1 1 0.22 0.2273 0.47 0.1642 0
"8512" 38 "2011-12-26" "2011" 12 1 9 1 0 1 0.34 0.303 0.46 0.2985 24
"1836" 11 "2011-03-22" "2011" 3 2 5 0 1 2 0.4 0.4091 0.87 0.1343 1
"15878" 136 "2012-10-28" "2012" 10 0 18 0 0 3 0.42 0.4242 0.94 0.4925 18
"14201" 154 "2012-08-19" "2012" 8 0 21 0 0 3 0.62 0.5909 0.78 0.0896 36
"14822" 692 "2012-09-14" "2012" 9 5 18 0 1 1 0.72 0.6515 0.45 0.2239 116
"5085" 435 "2011-08-04" "2011" 8 4 18 0 1 1 0.7 0.6667 0.74 0.2985 88
"3413" 12 "2011-05-27" "2011" 5 5 2 0 1 1 0.68 0.6364 0.61 0.2239 6
"6987" 220 "2011-10-23" "2011" 10 0 17 0 0 1 0.5 0.4848 0.63 0.1343 120
"10330" 264 "2012-03-11" "2012" 3 0 12 0 0 1 0.4 0.4091 0.37 0.2985 146
"5937" 154 "2011-09-09" "2011" 9 5 21 0 1 1 0.66 0.5909 0.89 0 49
"10681" 1 "2012-03-26" "2012" 3 1 3 0 1 1 0.46 0.4545 0.82 0.194 0
"2407" 3 "2011-04-15" "2011" 4 5 4 1 0 1 0.38 0.3939 0.82 0.0896 0
"10" 6 "2011-01-01" "2011" 1 6 9 0 0 1 0.32 0.3485 0.76 0 8
"16421" 82 "2012-11-21" "2012" 11 3 22 0 1 1 0.34 0.3636 0.49 0 6
"6770" 169 "2011-10-14" "2011" 10 5 15 0 1 1 0.62 0.6212 0.43 0.2836 61
"14160" 8 "2012-08-18" "2012" 8 6 4 0 0 1 0.62 0.5909 0.73 0.2239 5
"9334" 145 "2012-01-29" "2012" 1 0 19 0 0 1 0.32 0.303 0.29 0.2537 14
"12803" 212 "2012-06-22" "2012" 6 5 15 0 1 1 0.9 0.8182 0.35 0.3582 72
"3819" 20 "2011-06-13" "2011" 6 1 0 0 1 1 0.64 0.5909 0.78 0.1343 8
"14271" 524 "2012-08-22" "2012" 8 3 19 0 1 2 0.66 0.6212 0.74 0 56
"434" 2 "2011-01-20" "2011" 1 4 2 0 1 1 0.26 0.2727 0.56 0 0
"7715" 8 "2011-11-23" "2011" 11 3 1 0 1 2 0.48 0.4697 0.94 0.2985 0
"1786" 24 "2011-03-20" "2011" 3 0 2 0 0 1 0.3 0.2879 0.52 0.2836 6
"3312" 109 "2011-05-22" "2011" 5 0 21 0 0 1 0.62 0.5909 0.73 0.194 27
"8169" 16 "2011-12-12" "2011" 12 1 0 0 1 1 0.2 0.2273 0.69 0.0896 4
"16478" 21 "2012-11-24" "2012" 11 6 7 0 0 2 0.26 0.2273 0.41 0.3284 4
"13416" 6 "2012-07-18" "2012" 7 3 4 0 1 1 0.72 0.6818 0.7 0.1343 0
"770" 78 "2011-02-04" "2011" 2 5 12 0 1 2 0.24 0.2424 0.48 0.1642 8
"11445" 32 "2012-04-27" "2012" 4 5 1 0 1 1 0.5 0.4848 0.59 0.4478 3
"11762" 130 "2012-05-10" "2012" 5 4 6 0 1 1 0.44 0.4394 0.72 0.2239 9
"10679" 10 "2012-03-26" "2012" 3 1 1 0 1 1 0.48 0.4697 0.82 0.2537 18
"9248" 28 "2012-01-26" "2012" 1 4 5 0 1 2 0.3 0.3182 0.75 0.1045 0
"7320" 219 "2011-11-06" "2011" 11 0 14 0 0 1 0.46 0.4545 0.55 0.194 101
"477" 41 "2011-01-21" "2011" 1 5 21 0 1 1 0.08 0.0758 0.38 0.2836 0
"5196" 141 "2011-08-09" "2011" 8 2 9 0 1 2 0.78 0.7424 0.62 0.1343 34
"16500" 3 "2012-11-25" "2012" 11 0 5 0 0 2 0.22 0.2273 0.47 0.1642 0
"13552" 347 "2012-07-23" "2012" 7 1 20 0 1 1 0.76 0.7121 0.62 0.1642 56
"12484" 202 "2012-06-09" "2012" 6 6 8 0 0 1 0.62 0.6061 0.61 0.1045 42
"3519" 125 "2011-05-31" "2011" 5 2 12 0 1 1 0.86 0.803 0.47 0.1343 37
"15756" 433 "2012-10-23" "2012" 10 2 16 0 1 1 0.68 0.6364 0.44 0.0896 108
"9580" 2 "2012-02-09" "2012" 2 4 2 0 1 1 0.22 0.2273 0.8 0.1343 0
"388" 72 "2011-01-17" "2011" 1 1 15 1 0 2 0.2 0.2121 0.47 0.1642 21
"6486" 128 "2011-10-02" "2011" 10 0 19 0 0 2 0.38 0.3939 0.76 0.1642 34
"11213" 329 "2012-04-17" "2012" 4 2 9 0 1 1 0.6 0.6212 0.38 0.4925 71
"10191" 180 "2012-03-05" "2012" 3 1 16 0 1 1 0.3 0.2727 0.45 0.2985 30
"2122" 23 "2011-04-03" "2011" 4 0 6 0 0 1 0.28 0.2727 0.65 0.194 10
"2301" 152 "2011-04-10" "2011" 4 0 17 0 0 2 0.52 0.5 0.72 0.194 84
"13679" 37 "2012-07-29" "2012" 7 0 3 0 0 1 0.66 0.6212 0.69 0.2239 18
"742" 86 "2011-02-03" "2011" 2 4 7 0 1 1 0.14 0.1212 0.5 0.3284 1
"2161" 76 "2011-04-04" "2011" 4 1 21 0 1 2 0.7 0.6364 0.3 0.4478 19
"9778" 516 "2012-02-17" "2012" 2 5 8 0 1 2 0.26 0.303 1 0 4
"5948" 103 "2011-09-10" "2011" 9 6 8 0 0 1 0.62 0.5758 0.83 0.1642 16
"7419" 168 "2011-11-10" "2011" 11 4 17 0 1 3 0.36 0.3485 0.81 0.2239 9
"187" 12 "2011-01-09" "2011" 1 0 1 0 0 1 0.1 0.0606 0.42 0.4627 0
"326" 18 "2011-01-15" "2011" 1 6 1 0 0 2 0.16 0.197 0.59 0.0896 2
"6370" 82 "2011-09-27" "2011" 9 2 23 0 1 1 0.6 0.5455 0.88 0.0896 11
"3826" 302 "2011-06-13" "2011" 6 1 7 0 1 1 0.56 0.5303 0.56 0.3582 26
"10788" 173 "2012-03-30" "2012" 3 5 14 0 1 3 0.4 0.4091 0.54 0 56
"10844" 61 "2012-04-01" "2012" 4 0 22 0 0 3 0.5 0.4848 0.63 0.1045 7
"10711" 259 "2012-03-27" "2012" 3 2 9 0 1 1 0.24 0.2273 0.38 0.194 8
"9687" 129 "2012-02-13" "2012" 2 1 13 0 1 1 0.32 0.303 0.22 0.2239 11
"9182" 57 "2012-01-23" "2012" 1 1 11 0 1 2 0.2 0.2273 0.93 0.0896 5
"14856" 6 "2012-09-16" "2012" 9 0 4 0 0 1 0.5 0.4848 0.72 0 2
"5259" 53 "2011-08-12" "2011" 8 5 0 0 1 1 0.64 0.6212 0.53 0.1642 12
"3156" 156 "2011-05-16" "2011" 5 1 9 0 1 1 0.6 0.5909 0.69 0.194 38
"16056" 369 "2012-11-06" "2012" 11 2 16 0 1 1 0.34 0.3333 0.46 0.1642 33
"2405" 10 "2011-04-15" "2011" 4 5 2 1 0 1 0.4 0.4091 0.76 0 8
"3653" 4 "2011-06-06" "2011" 6 1 2 0 1 1 0.58 0.5455 0.88 0.1045 4
"3709" 63 "2011-06-08" "2011" 6 3 10 0 1 1 0.82 0.7424 0.43 0.2239 27
"11332" 43 "2012-04-22" "2012" 4 0 8 0 0 3 0.4 0.4091 0.82 0.2537 8
"6116" 145 "2011-09-17" "2011" 9 6 9 0 0 2 0.48 0.4697 0.67 0.2239 32
"4087" 8 "2011-06-24" "2011" 6 5 4 0 1 1 0.66 0.6061 0.83 0.0896 1
"4158" 2 "2011-06-27" "2011" 6 1 3 0 1 3 0.62 0.5909 0.78 0.1343 0
"4759" 5 "2011-07-22" "2011" 7 5 4 0 1 1 0.76 0.7424 0.75 0.1045 8
"2592" 23 "2011-04-22" "2011" 4 5 21 0 1 3 0.3 0.303 0.93 0.1642 5
"7541" 259 "2011-11-15" "2011" 11 2 19 0 1 2 0.5 0.4848 0.72 0.3582 27
"6964" 224 "2011-10-22" "2011" 10 6 18 0 0 1 0.44 0.4394 0.54 0.0896 111
"3694" 355 "2011-06-07" "2011" 6 2 19 0 1 1 0.76 0.6818 0.48 0.2537 69
"6534" 310 "2011-10-04" "2011" 10 2 19 0 1 1 0.52 0.5 0.68 0.2239 35
"13549" 760 "2012-07-23" "2012" 7 1 17 0 1 1 0.82 0.7727 0.52 0.1343 87
"4293" 190 "2011-07-02" "2011" 7 6 18 0 0 1 0.82 0.7121 0.3 0.2836 193
"1152" 71 "2011-02-20" "2011" 2 0 18 0 0 2 0.34 0.3333 0.36 0.1343 30
"7407" 22 "2011-11-10" "2011" 11 4 5 0 1 2 0.36 0.3485 1 0.1343 1
"16839" 94 "2012-12-09" "2012" 12 0 9 0 0 2 0.4 0.4091 0.87 0.2537 9
"6222" 253 "2011-09-21" "2011" 9 3 19 0 1 3 0.62 0.5455 0.94 0 30
"13266" 203 "2012-07-11" "2012" 7 3 22 0 1 1 0.72 0.6667 0.58 0.2537 41
"2987" 351 "2011-05-09" "2011" 5 1 8 0 1 1 0.52 0.5 0.55 0.2239 23
"9601" 75 "2012-02-09" "2012" 2 4 23 0 1 2 0.3 0.3333 0.52 0 9
"14287" 192 "2012-08-23" "2012" 8 4 11 0 1 1 0.76 0.6818 0.48 0.0896 86
"16403" 10 "2012-11-21" "2012" 11 3 4 0 1 1 0.28 0.2879 0.87 0.1045 0
"2428" 28 "2011-04-16" "2011" 4 6 1 0 0 2 0.36 0.3333 0.87 0.2836 5
"2992" 138 "2011-05-09" "2011" 5 1 13 0 1 1 0.62 0.6212 0.38 0.2836 36
"11945" 254 "2012-05-17" "2012" 5 4 21 0 1 1 0.58 0.5455 0.4 0.1045 45
"2680" 139 "2011-04-26" "2011" 4 2 13 0 1 1 0.74 0.6667 0.51 0.4478 37
"9557" 1 "2012-02-08" "2012" 2 3 3 0 1 1 0.26 0.303 0.65 0 0
"13421" 253 "2012-07-18" "2012" 7 3 9 0 1 1 0.82 0.7879 0.56 0 44
"6207" 5 "2011-09-21" "2011" 9 3 4 0 1 2 0.54 0.5152 1 0.1343 2
"16915" 220 "2012-12-12" "2012" 12 3 13 0 1 2 0.34 0.3636 0.42 0 18
"5533" 92 "2011-08-23" "2011" 8 2 10 0 1 1 0.7 0.6364 0.37 0 56
"11936" 276 "2012-05-17" "2012" 5 4 12 0 1 1 0.6 0.6212 0.43 0.194 72
"888" 40 "2011-02-09" "2011" 2 3 11 0 1 2 0.14 0.1515 0.43 0.1642 1
"4998" 4 "2011-08-01" "2011" 8 1 3 0 1 1 0.7 0.6667 0.79 0.1642 0
"13012" 106 "2012-07-01" "2012" 7 0 8 0 0 1 0.78 0.7424 0.62 0.1045 36
"2519" 148 "2011-04-19" "2011" 4 2 20 0 1 2 0.5 0.4848 0.72 0.2239 20
"17218" 6 "2012-12-25" "2012" 12 2 6 1 0 2 0.22 0.2273 0.93 0.1343 1
"14407" 171 "2012-08-28" "2012" 8 2 11 0 1 1 0.78 0.7273 0.55 0.2537 47
"13140" 300 "2012-07-06" "2012" 7 5 16 0 1 1 0.92 0.8182 0.29 0.1045 69
"8688" 89 "2012-01-02" "2012" 1 1 19 1 0 1 0.24 0.2273 0.38 0.2239 4
"1919" 202 "2011-03-25" "2011" 3 5 17 0 1 2 0.32 0.2879 0.36 0.3582 23
"16532" 197 "2012-11-26" "2012" 11 1 13 0 1 1 0.42 0.4242 0.35 0.1045 20
"4000" 129 "2011-06-20" "2011" 6 1 13 0 1 1 0.64 0.6061 0.65 0.1045 50
"549" 6 "2011-01-25" "2011" 1 2 0 0 1 2 0.16 0.1364 0.69 0.2836 3
"4419" 41 "2011-07-08" "2011" 7 5 0 0 1 1 0.74 0.697 0.66 0.1045 6
"8280" 141 "2011-12-16" "2011" 12 5 15 0 1 2 0.32 0.303 0.45 0.2985 12
"12307" 67 "2012-06-01" "2012" 6 5 23 0 1 3 0.6 0.5455 0.88 0.1343 6
"12524" 33 "2012-06-11" "2012" 6 1 0 0 1 1 0.7 0.6515 0.65 0.1045 8
"14833" 15 "2012-09-15" "2012" 9 6 5 0 0 1 0.58 0.5455 0.6 0.5224 1
"9108" 242 "2012-01-20" "2012" 1 5 9 0 1 1 0.22 0.197 0.47 0.3881 21
"9314" 79 "2012-01-28" "2012" 1 6 23 0 0 1 0.32 0.3182 0.31 0.194 6
"206" 38 "2011-01-09" "2011" 1 0 20 0 0 1 0.14 0.1212 0.46 0.2537 0
"8589" 150 "2011-12-29" "2011" 12 4 15 0 1 2 0.3 0.3182 0.52 0.0896 27
"7536" 120 "2011-11-15" "2011" 11 2 14 0 1 2 0.54 0.5152 0.6 0.2836 27
"3871" 4 "2011-06-15" "2011" 6 3 4 0 1 1 0.5 0.4848 0.63 0.2836 0
"10148" 130 "2012-03-03" "2012" 3 6 21 0 0 1 0.46 0.4545 0.19 0.3284 24
"7687" 103 "2011-11-21" "2011" 11 1 21 0 1 3 0.4 0.4091 0.87 0.1642 11
"16732" 155 "2012-12-04" "2012" 12 2 22 0 1 2 0.5 0.4848 0.63 0.2985 26
"2467" 182 "2011-04-17" "2011" 4 0 16 0 0 1 0.54 0.5152 0.3 0.3582 161
"15353" 137 "2012-10-06" "2012" 10 6 21 0 0 1 0.46 0.4545 0.59 0.1343 78
"12127" 193 "2012-05-25" "2012" 5 5 11 0 1 1 0.68 0.6364 0.79 0.1343 90
"13541" 288 "2012-07-23" "2012" 7 1 9 0 1 2 0.74 0.7121 0.74 0.1343 57
"9361" 92 "2012-01-30" "2012" 1 1 22 0 1 1 0.28 0.2727 0.48 0.2239 2
"8743" 4 "2012-01-05" "2012" 1 4 2 0 1 1 0.2 0.2273 0.51 0.0896 0
"8515" 66 "2011-12-26" "2011" 12 1 12 1 0 1 0.36 0.3182 0.43 0.4627 34
"14104" 355 "2012-08-15" "2012" 8 3 20 0 1 1 0.7 0.6515 0.61 0.1343 72
"393" 29 "2011-01-17" "2011" 1 1 20 1 0 3 0.16 0.1515 0.8 0.194 4
"12010" 307 "2012-05-20" "2012" 5 0 14 0 0 1 0.72 0.6515 0.39 0.3881 236
"7590" 162 "2011-11-17" "2011" 11 4 20 0 1 1 0.3 0.2879 0.42 0.2836 7
"11703" 463 "2012-05-07" "2012" 5 1 19 0 1 1 0.58 0.5455 0.56 0.3284 83
"13774" 8 "2012-08-02" "2012" 8 4 2 0 1 1 0.66 0.6061 0.83 0.0896 3
"1503" 22 "2011-03-07" "2011" 3 1 23 0 1 1 0.28 0.3182 0.48 0 0
"6597" 126 "2011-10-07" "2011" 10 5 10 0 1 1 0.52 0.5 0.68 0.0896 48
"574" 7 "2011-01-26" "2011" 1 3 2 0 1 3 0.22 0.2273 0.69 0.194 3
"6468" 23 "2011-10-02" "2011" 10 0 1 0 0 3 0.34 0.3182 0.87 0.2537 1
"8370" 245 "2011-12-20" "2011" 12 2 9 0 1 2 0.36 0.3788 0.66 0 14
"16719" 317 "2012-12-04" "2012" 12 2 9 0 1 1 0.46 0.4545 0.82 0.1045 19
"3768" 163 "2011-06-10" "2011" 6 5 21 0 1 1 0.76 0.7273 0.66 0.1343 55
"4897" 143 "2011-07-27" "2011" 7 3 22 0 1 1 0.72 0.6667 0.48 0 37
"3715" 199 "2011-06-08" "2011" 6 3 16 0 1 1 0.92 0.8788 0.4 0.2239 34
"11525" 239 "2012-04-30" "2012" 4 1 9 0 1 2 0.4 0.4091 0.43 0.194 29
"3563" 442 "2011-06-02" "2011" 6 4 8 0 1 1 0.7 0.6364 0.32 0.2985 25
"15200" 474 "2012-09-30" "2012" 9 0 12 0 0 1 0.62 0.6212 0.41 0.2985 206
"9044" 442 "2012-01-17" "2012" 1 2 17 0 1 1 0.46 0.4545 0.63 0.4478 20
"7530" 453 "2011-11-15" "2011" 11 2 8 0 1 2 0.54 0.5152 0.68 0.1045 27
